20220425184935,10.0.0.1,5001,10.0.0.2,12138,1,0.0-1.0,20206,161648,-0.780,5,53,9,11
20220425184936,10.0.0.1,5001,10.0.0.2,35277,1,1.0-2.0,-9871,-78968,-0.340,28,80,35,25
20220425184937,10.0.0.1,5001,10.0.0.2,39943,1,2.0-3.0,-7937,-63496,-0.340,-73,-88,82,-37
20220425184938,10.0.0.1,5001,10.0.0.2,50971,1,3.0-4.0,-35060,-280480,0.930,-31,33,-94,-10
20220425184939,10.0.0.1,5001,10.0.0.2,63500,1,4.0-5.0,16872,134976,0.790,12,18,66,7
20220425184940,10.0.0.1,5001,10.0.0.2,21130,1,5.0-6.0,44807,358456,0.110,7,10,70,0
20220425184941,10.0.0.1,5001,10.0.0.2,56706,1,6.0-7.0,-30586,-244688,-0.840,-79,-91,86,38
20220425184942,10.0.0.1,5001,10.0.0.2,77639,1,7.0-8.0,-40073,-320584,0.260,-1,2,-50,0
20220425184943,10.0.0.1,5001,10.0.0.2,43685,1,8.0-9.0,12232,97856,-0.200,1,59,1,-1
20220425184944,10.0.0.1,5001,10.0.0.2,19875,1,9.0-10.0,10172,81376,-0.210,-69,99,-70,34
20220425184945,10.0.0.1,5001,10.0.0.2,85232,1,10.0-11.0,-20455,-163640,0.130,6,10,60,-4
20220425184946,10.0.0.1,5001,10.0.0.2,22875,1,11.0-12.0,40097,320776,0.900,-5,37,-14,-10
20220425184947,10.0.0.1,5001,10.0.0.2,14743,1,12.0-13.0,39068,312544,0.510,-54,-88,61,-22
20220425184948,10.0.0.1,5001,10.0.0.2,39228,1,13.0-14.0,8286,66288,0.900,-37,37,-100,-14
20220425184949,10.0.0.1,5001,10.0.0.2,72674,1,14.0-15.0,14618,116944,-0.880,-20,-42,47,9
20220425184950,10.0.0.1,5001,10.0.0.2,69611,1,15.0-16.0,-20677,-165416,-0.300,4,35,11,4
20220425184951,10.0.0.1,5001,10.0.0.2,47858,1,16.0-17.0,36393,291144,-0.850,-7,-29,24,-12
20220425184952,10.0.0.1,5001,10.0.0.2,21056,1,17.0-18.0,-45402,-363216,0.480,-3,-4,75,-2
20220425184953,10.0.0.1,5001,10.0.0.2,21796,1,18.0-19.0,-6324,-50592,-0.940,20,28,71,10
